('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         790306 function calls (766059 primitive calls) in 10.760 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    87/62    0.000    0.000    0.006    0.000 typing.py:508(__getitem__)
       43    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    1.310    0.655 adapters.py:613(send)
    42/30    0.000    0.000    0.012    0.000 css_parser.py:569(parse_pseudo_class)
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
      3/2    0.000    0.000    1.228    0.614 sessions.py:159(resolve_redirects)
      127    0.000    0.000    0.001    0.000 typing.py:1454(<genexpr>)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
       77    0.000    0.000    0.001    0.000 css_types.py:267(__init__)
        1    0.000    0.000    0.043    0.043 <frozen ntpath>:1(<module>)
       40    0.000    0.000    0.000    0.000 response.py:1133(_update_chunk_length)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
       25    0.000    0.000    0.002    0.000 typing.py:740(Optional)
        2    0.000    0.000    0.004    0.002 _collections.py:1(<module>)
        2    0.000    0.000    1.177    0.589 client.py:291(_read_status)
      111    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.095    0.095 connection.py:669(connect)
      146    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      630    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
    71/51    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
      155    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
      334    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.008    0.008 ssl.py:1(<module>)
        2    0.000    0.000    1.306    0.653 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.298    0.298 __init__.py:209(__init__)
      288    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        2    0.000    0.000    1.209    0.605 client.py:324(begin)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      190    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
      232    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       57    0.000    0.000    0.003    0.000 _htmlparser.py:127(handle_startendtag)
    38/29    0.000    0.000    0.012    0.000 css_parser.py:732(parse_pseudo_open)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.044    0.044 ssl.py:956(_create)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        2    0.000    0.000    0.031    0.015 client.py:213(_read_headers)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        2    0.000    0.000    0.500    0.250 api.py:1(<module>)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:375(_freeze_relations)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       17    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.003    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.066    0.066 cd.py:1(<module>)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.045    0.045 connection.py:846(_ssl_wrap_socket_and_match_hostname)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        9    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
      158    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
       40    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       41    0.000    0.000    0.010    0.000 response.py:469(_decode)
        1    0.000    0.000    0.230    0.230 compat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       65    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.019    0.006 element.py:2715(find_all)
       33    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
       72    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.008    0.008 shutil.py:1(<module>)
        1    0.000    0.000    0.050    0.050 connection.py:27(create_connection)
        1    0.000    0.000    0.709    0.709 _request_methods.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      317    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        2    0.000    0.000    0.020    0.010 core.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
       48    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      155    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       40    0.000    0.000    0.000    0.000 _collections.py:300(add)
       63    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        2    0.000    0.000    0.032    0.016 client.py:245(parse_headers)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.050    0.050 connection.py:192(_new_conn)
        6    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.004    0.004 sessions.py:457(prepare_request)
       62    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.001    0.001 adapters.py:446(get_connection_with_tls_context)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      124    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.035    0.035 client.py:1(<module>)
        1    0.000    0.000    0.105    0.105 filepost.py:1(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:765(should_bypass_proxies)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.018    0.018 socket.py:946(getaddrinfo)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       42    0.000    0.000    0.102    0.002 response.py:1044(stream)
        1    0.000    0.000    0.022    0.022 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.044    0.044 _typing.py:1(<module>)
        2    0.000    0.000    0.006    0.003 abc.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hashlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        3    0.000    0.000    0.019    0.006 element.py:1079(_find_all)
        1    0.000    0.000    0.020    0.020 mimetypes.py:1(<module>)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       42    0.000    0.000    0.103    0.002 models.py:816(generate)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.321    0.321 css.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.030    0.030 css_match.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _common.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
      157    0.000    0.000    0.000    0.000 enum.py:1292(value)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        7    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        3    0.000    0.000    0.018    0.006 filter.py:163(find_all)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
       48    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
       48    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        2    0.000    0.000    0.001    0.000 adapters.py:359(build_response)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.002    0.002 idna.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    1.421    1.421 sessions.py:500(request)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       67    0.000    0.000    0.000    0.000 typing_extensions.py:3410(_is_unpacked_typevartuple)
        1    0.000    0.000    0.002    0.002 socks.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.015    0.015 css_types.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
       45    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        9    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       20    0.000    0.000    0.061    0.003 <frozen importlib._bootstrap_external>:164(_path_isdir)
       83    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.077    0.077 formatter.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.004    0.004 decoder.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _html5lib.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        2    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.045    0.045 css_parser.py:418(CSSParser)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    1.421    1.421 api.py:14(request)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       14    0.000    0.000    0.016    0.001 css_parser.py:1135(process_selectors)
      294    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       26    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
      9/7    0.000    0.000    0.030    0.004 <frozen importlib._bootstrap_external>:1287(create_module)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        6    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    1.210    0.605 client.py:1384(getresponse)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    1.421    1.421 api.py:62(get)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       16    0.000    0.000    0.043    0.003 css_parser.py:296(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 response.py:916(read)
        2    0.000    0.000    0.026    0.013 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        5    0.000    0.000    0.104    0.021 models.py:890(content)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.044    0.044 ssl.py:1313(do_handshake)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.001    0.001 _lxml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
        2    0.000    0.000    0.095    0.047 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.017    0.017 queue.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.001    0.000 poolmanager.py:305(connection_from_context)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.005    0.005 header.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000   10.760   10.760 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       12    0.000    0.000    0.000    0.000 element.py:524(get_text)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       25    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       15    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        7    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.001    0.001 _meta.py:8(PackageMetadata)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:3350(_check_generic)
        4    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       23    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
       40    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.001    0.000 poolmanager.py:276(connection_from_host)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
