('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         817564 function calls (793052 primitive calls) in 7.173 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 memory.py:1(<module>)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       11    0.000    0.000    0.000    0.000 _models.py:144(__init__)
       24    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      511    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    1.036    0.518 connection_pool.py:199(handle_request)
       24    0.000    0.000    0.001    0.000 dataclasses.py:250(_recursive_repr)
      106    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        2    0.000    0.000    1.036    0.518 default.py:230(handle_request)
      185    0.000    0.000    0.008    0.000 _parser.py:98(closegroup)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       30    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
       81    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
      166    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      340    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.006    0.006 _models.py:641(text)
        1    0.000    0.000    3.413    3.413 financial_enhanced.py:7(get_financial_data_enhanced)
       29    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
    42/30    0.000    0.000    0.014    0.000 css_parser.py:569(parse_pseudo_class)
       24    0.000    0.000    0.004    0.000 dataclasses.py:627(_repr_fn)
        2    0.000    0.000    3.861    1.931 _api.py:1(<module>)
        1    0.000    0.000    0.537    0.537 _content.py:1(<module>)
        1    0.000    0.000    0.081    0.081 pathlib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tempfile.py:1(<module>)
        2    0.000    0.000    0.034    0.017 utils.py:1(<module>)
       88    0.000    0.000    0.001    0.000 _util.py:84(validate)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
       68    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       45    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       13    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        2    0.000    0.000    0.679    0.340 _synchronization.py:1(<module>)
        2    0.000    0.000    0.025    0.013 _eventloop.py:1(<module>)
      249    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      208    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        2    0.000    0.000    0.002    0.001 request.py:315(__init__)
      391    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       95    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      108    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.003    0.003 _common.py:1(<module>)
        1    0.000    0.000    0.038    0.038 _decoders.py:1(<module>)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:375(_freeze_relations)
        1    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
      149    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      112    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       52    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
      106    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.100    0.100 request.py:1(<module>)
       77    0.000    0.000    0.001    0.000 css_types.py:267(__init__)
        2    0.000    0.000    0.096    0.048 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
       16    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
    38/29    0.000    0.000    0.014    0.000 css_parser.py:732(parse_pseudo_open)
      188    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       40    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        2    0.000    0.000    0.176    0.088 _streams.py:1(<module>)
        2    0.000    0.000    1.035    0.518 connection.py:69(handle_request)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        6    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        1    0.000    0.000    0.096    0.096 connection.py:105(_connect)
        1    0.000    0.000    0.000    0.000 _synchronization.py:434(SemaphoreAdapter)
      248    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        4    0.000    0.000    0.001    0.000 _models.py:1270(info)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        1    0.000    0.000    0.002    0.002 __init__.py:133(BeautifulSoup)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      195    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        3    0.000    0.000    0.002    0.001 typing.py:2761(_make_nmtuple)
      447    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.188    0.188 _connection.py:1(<module>)
      298    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       43    0.000    0.000    0.001    0.000 _readers.py:64(_decode_header_lines)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
      336    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.054    0.054 mimetypes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      112    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    0.001    0.001 default.py:1(<module>)
        1    0.000    0.000    0.020    0.020 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.001    0.000 mock.py:1(<module>)
      123    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      281    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       15    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       30    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.007    0.007 ssl.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _client.py:156(close)
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        1    0.000    0.000    0.339    0.339 _urls.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.074    0.074 _events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.002    0.002 stapled.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _models.py:1249(__init__)
       13    0.000    0.000    0.005    0.000 dataclasses.py:638(_frozen_get_del_attr)
      239    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      151    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.003    0.003 from_thread.py:1(<module>)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       15    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       95    0.000    0.000    0.000    0.000 typing_extensions.py:3350(_check_generic)
        2    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        4    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        2    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.052    0.052 client.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.002    0.002 tls.py:1(<module>)
       57    0.000    0.000    0.002    0.000 _htmlparser.py:127(handle_startendtag)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.196    0.196 asgi.py:1(<module>)
       14    0.000    0.000    0.001    0.000 _deprecation.py:67(deprecate)
      287    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
        1    0.000    0.000    0.038    0.038 ssl.py:956(_create)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    1.370    1.370 _auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
       16    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        1    0.000    0.000    0.015    0.015 base_events.py:1(<module>)
        1    0.000    0.000    0.046    0.046 _readers.py:1(<module>)
       24    0.000    0.000    0.021    0.001 dataclasses.py:1257(wrap)
        2    0.000    0.000    0.000    0.000 _events.py:82(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.058    0.058 sync.py:188(connect_tcp)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.001    0.001 _client.py:189(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _models.py:1101(extract_cookies)
      178    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        8    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
      176    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.058    0.058 socket.py:810(create_connection)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.250    0.250 formatter.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        4    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.024    0.024 _headers.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       10    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        1    0.000    0.000    0.025    0.025 socket.py:946(getaddrinfo)
        1    0.000    0.000    0.077    0.077 sync.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.047    0.047 css_match.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
    62/61    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fe01f8f1ee0}
      106    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.136    0.136 _fileio.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.001    0.001 _writers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.039    0.039 sync.py:144(start_tls)
       16    0.000    0.000    0.001    0.000 typing.py:1515(copy_with)
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       20    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
      190    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        5    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
      157    0.000    0.000    0.000    0.000 enum.py:1292(value)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.036    0.036 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        1    0.000    0.000    0.009    0.009 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
      427    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.026    0.026 css_types.py:1(<module>)
        1    0.000    0.000    0.057    0.057 ssl.py:683(create_default_context)
        1    0.000    0.000    1.043    1.043 _client.py:964(_send_handling_redirects)
      253    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       15    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tasks.py:1(<module>)
        1    0.000    0.000    0.053    0.053 cd.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.004    0.004 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
      239    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       87    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
       29    0.000    0.000    0.086    0.003 <frozen importlib._bootstrap_external>:164(_path_isdir)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.002    0.002 lowlevel.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        2    0.000    0.000    0.001    0.001 http11.py:140(_send_request_headers)
       72    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
      239    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.002    0.001 http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        6    0.000    0.000    0.000    0.000 _models.py:281(origin)
       14    0.000    0.000    0.019    0.001 css_parser.py:1135(process_selectors)
        4    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        1    0.000    0.000    0.067    0.067 api.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _html5lib.py:1(<module>)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
       96    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.019    0.019 _typing.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        3    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.044    0.044 css_parser.py:418(CSSParser)
        5    0.000    0.000    0.001    0.000 _urls.py:77(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:383(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        1    0.000    0.000    0.003    0.003 unix_events.py:1(<module>)
        3    0.000    0.000    0.017    0.006 element.py:1079(_find_all)
        8    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       98    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        2    0.000    0.000    0.002    0.001 request.py:339(full_url)
        1    0.000    0.000    0.001    0.001 _client.py:475(_build_redirect_request)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    1.954    1.954 default.py:136(__init__)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        3    0.000    0.000    0.017    0.006 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        2    0.000    0.000    0.047    0.023 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.038    0.038 ssl.py:449(wrap_socket)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        6    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        1    0.000    0.000    0.002    0.002 _lxml.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       19    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    3.413    3.413 financial_enhanced.py:41(main)
        1    0.000    0.000    0.001    0.001 _base.py:1(<module>)
        1    0.000    0.000    0.061    0.061 _config.py:23(create_ssl_context)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        2    0.000    0.000    0.001    0.000 parse.py:1095(_splittype)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        4    0.000    0.000    0.000    0.000 _models.py:202(keys)
        6    0.000    0.000    0.000    0.000 sync.py:130(write)
       46    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:252(get_list)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
     10/8    0.000    0.000    0.027    0.003 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:297(request_host)
       16    0.000    0.000    0.042    0.003 css_parser.py:296(__init__)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.038    0.038 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        5    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        2    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        2    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.011    0.011 _main.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.002    0.001 request.py:370(_parse)
        2    0.000    0.000    0.001    0.000 _models.py:961(close)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        1    0.000    0.000    0.001    0.001 _client.py:517(_redirect_url)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.006    0.006 lzma.py:1(<module>)
        1    0.000    0.000    0.266    0.266 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        2    0.000    0.000    0.936    0.468 http11.py:170(_receive_response_headers)
       19    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        2    0.000    0.000    0.007    0.003 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        2    0.000    0.000    0.003    0.001 socks_proxy.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
        1    0.000    0.000    1.955    1.955 _client.py:639(__init__)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.004    0.004 core.py:21(where)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       10    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
        2    0.000    0.000    0.024    0.012 typing_extensions.py:3190(__call__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       19    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.000    0.000 _models.py:516(__init__)
    60/30    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
      109    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       10    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.001    0.001 _client.py:340(build_request)
        1    0.000    0.000    7.173    7.173 financial_enhanced.py:1(<module>)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        6    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
